session_id,customer_id,device_type,operating_system,ip_address,start_time,end_time,is_weekend,is_night,session_duration_sec,cart_value,items_count,checkout_attempts,payment_failures,cart_revisit_count,is_abandoned,status
sess_000370,22,DESKTOP,Windows,103.119.230.120,2026-07-25 10:40:04,2026-07-25 11:00:53,1,0,1249,49444.14,4,3,2,4,1,PAYMENT_FAILED
sess_000371,403,DESKTOP,iOS,103.35.60.19,2026-07-27 23:19:04,2026-07-27 23:40:27,0,1,1283,64983.5,3,4,1,3,1,PAYMENT_FAILED
sess_000372,134,MOBILE,Windows,103.82.177.201,2026-07-26 10:47:04,2026-07-26 11:03:37,1,0,993,51343.15,4,1,0,3,1,ABANDONED
sess_000373,403,TABLET,macOS,103.194.236.88,2026-07-13 21:42:04,2026-07-13 21:46:44,0,0,280,90192.12,4,0,0,1,1,ABANDONED
sess_000374,157,TABLET,Android,103.137.181.87,2026-07-31 10:19:04,2026-07-31 10:30:57,0,0,713,63636.38,3,2,0,2,0,CONVERTED
sess_000375,323,TABLET,macOS,103.107.104.243,2026-07-26 22:27:04,2026-07-26 22:35:16,1,0,492,18731.11,1,2,0,2,0,CONVERTED
sess_000376,328,DESKTOP,Android,103.53.53.173,2026-07-21 18:34:04,2026-07-21 18:47:24,0,0,800,21224.67,2,1,0,1,0,CONVERTED
sess_000377,150,TABLET,Android,103.126.29.95,2026-07-23 00:15:04,2026-07-23 00:18:31,0,1,207,69023.44,4,0,0,2,1,ABANDONED
sess_000378,159,DESKTOP,macOS,103.50.158.151,2026-08-01 07:28:04,2026-08-01 07:46:57,1,0,1133,53688.44,3,1,0,6,1,ABANDONED
sess_000379,169,TABLET,macOS,103.127.236.148,2026-08-06 21:31:04,2026-08-06 21:43:51,0,0,767,31286.43,3,2,0,2,0,CONVERTED
sess_000380,235,DESKTOP,iOS,103.188.48.101,2026-07-16 23:08:04,2026-07-16 23:12:06,0,1,242,85018.17,3,0,0,1,1,ABANDONED
sess_000381,391,TABLET,Android,103.104.39.194,2026-08-04 07:24:04,2026-08-04 07:32:36,0,0,512,73715.1,4,0,0,2,1,ABANDONED
sess_000382,382,DESKTOP,iOS,103.111.19.3,2026-07-30 20:43:04,2026-07-30 20:51:07,0,0,483,74513.12,3,0,0,1,1,ABANDONED
sess_000383,366,DESKTOP,iOS,103.130.142.216,2026-08-02 18:48:04,2026-08-02 18:57:13,1,0,549,11993.35,1,0,0,1,1,ABANDONED
sess_000384,274,TABLET,macOS,103.53.39.172,2026-07-15 00:15:04,2026-07-15 00:22:41,0,1,457,37705.78,3,2,0,2,0,CONVERTED
sess_000385,429,TABLET,Android,103.109.157.114,2026-08-06 04:12:04,2026-08-06 04:14:06,0,1,122,52788.56,4,0,0,1,1,ABANDONED
sess_000386,421,MOBILE,Android,103.66.49.205,2026-07-12 01:57:04,2026-07-12 02:12:46,1,1,942,67371.45,4,2,3,2,1,PAYMENT_FAILED
sess_000387,183,DESKTOP,iOS,103.13.205.168,2026-07-29 00:13:04,2026-07-29 00:18:23,0,1,319,65887.79,4,0,0,1,1,ABANDONED
sess_000388,393,TABLET,macOS,103.36.87.65,2026-07-08 21:23:04,2026-07-08 21:30:11,0,0,427,75677.42,4,0,0,2,1,ABANDONED
sess_000389,10,TABLET,macOS,103.107.119.129,2026-07-21 00:10:04,2026-07-21 00:14:03,0,1,239,7441.9,1,0,0,1,1,ABANDONED
sess_000390,388,MOBILE,Android,103.25.70.96,2026-07-23 14:30:04,2026-07-23 14:40:10,0,0,606,40391.09,4,1,0,4,1,ABANDONED
sess_000391,267,DESKTOP,Windows,103.202.12.59,2026-07-11 13:19:04,2026-07-11 13:28:12,1,0,548,24226.27,1,2,0,1,0,CONVERTED
sess_000392,312,DESKTOP,Windows,103.56.226.162,2026-08-07 22:25:04,2026-08-07 22:40:07,0,0,903,43215.63,2,1,0,3,1,ABANDONED
sess_000393,89,TABLET,iOS,103.70.40.110,2026-07-15 08:41:04,2026-07-15 08:45:43,0,0,279,2041.96,2,0,0,1,1,ABANDONED
sess_000394,147,TABLET,macOS,103.172.103.70,2026-07-11 08:12:04,2026-07-11 08:14:44,1,0,160,57199.27,4,0,0,2,1,ABANDONED
sess_000395,11,DESKTOP,macOS,103.228.42.195,2026-07-09 14:23:04,2026-07-09 14:37:30,0,0,866,34790.76,3,1,0,1,0,CONVERTED
sess_000396,37,DESKTOP,iOS,103.193.240.51,2026-08-03 18:09:04,2026-08-03 18:14:17,0,0,313,86476.35,4,1,0,2,0,CONVERTED
sess_000397,198,TABLET,iOS,103.59.223.246,2026-07-30 12:44:04,2026-07-30 12:55:21,0,0,677,53512.35,4,2,0,1,0,CONVERTED
sess_000398,234,TABLET,iOS,103.75.126.155,2026-07-20 02:00:04,2026-07-20 02:09:14,0,1,550,27139.29,1,0,0,1,1,ABANDONED
sess_000399,330,TABLET,macOS,103.111.41.133,2026-07-09 18:11:04,2026-07-09 18:20:32,0,0,568,23804.1,2,0,0,2,1,ABANDONED
sess_000400,338,DESKTOP,Windows,103.197.210.193,2026-07-10 21:35:04,2026-07-10 21:49:50,0,0,886,63800.48,2,1,0,2,0,CONVERTED
sess_000401,4,MOBILE,macOS,103.10.49.18,2026-07-14 00:51:04,2026-07-14 01:04:51,0,1,827,41639.85,3,1,0,6,1,ABANDONED
sess_000402,94,TABLET,Android,103.125.108.48,2026-08-01 22:37:04,2026-08-01 22:45:27,1,0,503,57869.73,2,0,0,1,1,ABANDONED
sess_000403,445,TABLET,iOS,103.30.150.22,2026-07-26 20:22:04,2026-07-26 20:26:25,1,0,261,34783.52,3,0,0,1,1,ABANDONED
sess_000404,137,MOBILE,Android,103.34.108.134,2026-07-14 00:23:04,2026-07-14 00:36:08,0,1,784,99586.66,4,1,0,5,1,ABANDONED
sess_000405,194,TABLET,Android,103.101.169.207,2026-08-05 00:31:04,2026-08-05 00:45:31,0,1,867,41956.23,2,1,0,6,1,ABANDONED
sess_000406,189,DESKTOP,macOS,103.141.211.170,2026-08-02 00:31:04,2026-08-02 00:48:37,1,1,1053,30450.87,1,1,0,5,1,ABANDONED
sess_000407,497,TABLET,Windows,103.183.227.60,2026-07-19 08:05:04,2026-07-19 08:11:27,1,0,383,78543.65,4,2,0,2,0,CONVERTED
sess_000408,402,TABLET,Android,103.42.254.204,2026-08-05 14:20:04,2026-08-05 14:38:13,0,0,1089,49616.39,2,1,0,6,1,ABANDONED
sess_000409,109,MOBILE,Android,103.37.222.184,2026-08-07 19:09:04,2026-08-07 19:21:18,0,0,734,64408.86,3,1,0,6,1,ABANDONED
sess_000410,473,TABLET,macOS,103.33.170.224,2026-07-31 04:58:04,2026-07-31 05:06:36,0,1,512,1353.46,1,0,0,3,1,ABANDONED
sess_000411,467,TABLET,macOS,103.177.223.207,2026-07-31 17:00:04,2026-07-31 17:11:09,0,0,665,79808.98,3,1,0,3,1,ABANDONED
sess_000412,66,DESKTOP,macOS,103.157.0.80,2026-08-06 04:29:04,2026-08-06 04:35:38,0,1,394,46095.79,4,0,0,1,1,ABANDONED
sess_000413,5,TABLET,macOS,103.90.74.209,2026-07-08 14:30:04,2026-07-08 14:43:35,0,0,811,53689.44,2,1,0,2,0,CONVERTED
sess_000414,159,TABLET,Android,103.80.244.162,2026-07-12 17:16:04,2026-07-12 17:38:55,1,0,1371,34202.62,3,3,2,2,1,PAYMENT_FAILED
sess_000415,373,DESKTOP,Windows,103.218.81.254,2026-08-07 05:55:04,2026-08-07 06:05:49,0,1,645,39894.34,4,2,0,2,0,CONVERTED
sess_000416,68,DESKTOP,Android,103.227.155.118,2026-07-18 19:02:04,2026-07-18 19:14:36,1,0,752,64412.66,3,1,0,2,0,CONVERTED
sess_000417,193,DESKTOP,iOS,103.247.28.25,2026-07-27 08:27:04,2026-07-27 08:30:35,0,0,211,10984.48,1,0,0,1,1,ABANDONED
sess_000418,304,DESKTOP,iOS,103.170.206.63,2026-08-06 20:34:04,2026-08-06 20:38:07,0,0,243,66479.8,4,0,0,2,1,ABANDONED
sess_000419,141,TABLET,macOS,103.104.5.31,2026-08-04 21:48:04,2026-08-04 22:01:24,0,0,800,24333.81,1,1,0,1,0,CONVERTED
sess_000420,246,DESKTOP,Android,103.213.92.99,2026-07-23 02:37:04,2026-07-23 02:57:15,0,1,1211,9659.58,1,4,2,3,1,PAYMENT_FAILED
sess_000421,417,TABLET,Android,103.110.250.17,2026-07-22 04:40:04,2026-07-22 04:46:39,0,1,395,30515.02,1,0,0,3,1,ABANDONED
sess_000422,495,TABLET,Android,103.56.92.2,2026-07-21 09:22:04,2026-07-21 09:29:09,0,0,425,52138.95,2,2,0,1,0,CONVERTED
sess_000423,132,MOBILE,Android,103.41.152.94,2026-07-08 06:03:04,2026-07-08 06:12:39,0,0,575,1571.54,1,1,0,6,1,ABANDONED
sess_000424,485,TABLET,Windows,103.178.227.36,2026-07-20 07:53:04,2026-07-20 08:00:59,0,0,475,78018.46,3,0,0,2,1,ABANDONED
sess_000425,97,MOBILE,Windows,103.229.110.246,2026-08-03 04:04:04,2026-08-03 04:20:09,0,1,965,98524.98,3,1,0,4,1,ABANDONED
sess_000426,196,TABLET,iOS,103.112.233.22,2026-07-08 15:57:04,2026-07-08 16:04:30,0,0,446,30450.87,1,2,0,1,0,CONVERTED
sess_000427,325,TABLET,iOS,103.192.190.145,2026-07-17 02:31:04,2026-07-17 02:46:39,0,1,935,10130.0,2,4,3,5,1,PAYMENT_FAILED
sess_000428,273,MOBILE,macOS,103.26.168.164,2026-08-05 12:14:04,2026-08-05 12:23:49,0,0,585,44178.27,3,0,0,2,1,ABANDONED
sess_000429,401,MOBILE,iOS,103.144.156.151,2026-07-12 07:55:04,2026-07-12 08:03:21,1,0,497,86309.59,3,1,0,5,1,ABANDONED
sess_000430,93,DESKTOP,macOS,103.132.65.67,2026-08-07 01:11:04,2026-08-07 01:18:13,0,1,429,106989.64,4,1,0,1,0,CONVERTED
sess_000431,94,DESKTOP,Windows,103.214.239.129,2026-07-29 15:13:04,2026-07-29 15:18:43,0,0,339,37892.77,2,0,0,3,1,ABANDONED
sess_000432,433,MOBILE,Android,103.29.122.242,2026-08-05 18:59:04,2026-08-05 19:05:30,0,0,386,49185.06,4,1,0,2,0,CONVERTED
sess_000433,208,MOBILE,iOS,103.243.3.183,2026-07-25 00:39:04,2026-07-25 00:45:37,1,1,393,60005.73,3,0,0,3,1,ABANDONED
sess_000434,346,TABLET,iOS,103.54.38.94,2026-07-12 20:04:04,2026-07-12 20:09:56,1,0,352,60589.75,4,2,0,2,0,CONVERTED
sess_000435,136,MOBILE,Android,103.198.201.56,2026-07-09 14:13:04,2026-07-09 14:22:59,0,0,595,16078.93,1,0,0,3,1,ABANDONED
sess_000436,30,DESKTOP,Android,103.167.235.85,2026-07-29 12:33:04,2026-07-29 12:55:00,0,0,1316,55170.12,4,2,1,3,1,PAYMENT_FAILED
sess_000437,250,MOBILE,iOS,103.206.128.58,2026-07-23 11:08:04,2026-07-23 11:18:10,0,0,606,98630.25,4,2,0,2,0,CONVERTED
sess_000438,453,TABLET,iOS,103.38.97.73,2026-08-06 20:04:04,2026-08-06 20:16:15,0,0,731,6189.77,1,2,0,2,0,CONVERTED
sess_000439,486,DESKTOP,Windows,103.40.215.126,2026-07-21 07:43:04,2026-07-21 07:53:36,0,0,632,93058.64,4,1,0,2,0,CONVERTED
sess_000440,220,TABLET,Android,103.121.245.75,2026-07-29 08:02:04,2026-07-29 08:04:46,0,0,162,26041.65,2,0,0,2,1,ABANDONED
sess_000441,144,MOBILE,Windows,103.189.126.171,2026-07-12 09:59:04,2026-07-12 10:02:45,1,0,221,13966.49,1,0,0,2,1,ABANDONED
sess_000442,313,MOBILE,iOS,103.228.76.59,2026-08-04 20:07:04,2026-08-04 20:26:24,0,0,1160,9348.59,2,3,1,3,1,PAYMENT_FAILED
sess_000443,209,TABLET,Windows,103.189.118.57,2026-07-28 10:05:04,2026-07-28 10:32:28,0,0,1644,7441.9,1,3,1,5,1,PAYMENT_FAILED
sess_000444,144,DESKTOP,macOS,103.73.163.230,2026-08-06 18:25:04,2026-08-06 18:27:24,0,0,140,24226.27,1,0,0,1,1,ABANDONED
sess_000445,109,DESKTOP,macOS,103.81.51.111,2026-08-02 16:01:04,2026-08-02 16:07:15,1,0,371,57669.61,3,0,0,2,1,ABANDONED
sess_000446,170,DESKTOP,Windows,103.200.190.61,2026-07-18 15:12:04,2026-07-18 15:22:19,1,0,615,23088.42,1,1,0,6,1,ABANDONED
sess_000447,381,TABLET,Android,103.20.97.50,2026-07-16 09:25:04,2026-07-16 09:53:43,0,0,1719,82757.15,3,2,1,4,1,PAYMENT_FAILED
sess_000448,215,TABLET,Windows,103.238.177.230,2026-07-27 09:19:04,2026-07-27 09:33:04,0,0,840,17262.47,1,4,3,5,1,PAYMENT_FAILED
sess_000449,405,MOBILE,iOS,103.163.140.179,2026-07-08 20:13:04,2026-07-08 20:24:40,0,0,696,13966.49,1,1,0,3,1,ABANDONED
sess_000450,254,TABLET,Android,103.52.224.193,2026-07-22 11:31:04,2026-07-22 11:42:54,0,0,710,41940.37,2,2,0,2,0,CONVERTED
sess_000451,357,MOBILE,macOS,103.138.132.78,2026-07-11 17:06:04,2026-07-11 17:17:47,1,0,703,6189.77,1,1,0,5,1,ABANDONED
sess_000452,274,MOBILE,Windows,103.20.75.242,2026-07-10 15:09:04,2026-07-10 15:20:49,0,0,705,61095.21,2,2,2,3,1,PAYMENT_FAILED
sess_000453,43,TABLET,Windows,103.194.68.105,2026-07-10 03:45:04,2026-07-10 03:49:34,0,1,270,30450.87,1,0,0,2,1,ABANDONED
sess_000454,113,TABLET,Windows,103.55.131.249,2026-08-07 06:17:04,2026-08-07 06:28:35,0,0,691,28572.62,2,1,0,2,0,CONVERTED
sess_000455,323,DESKTOP,iOS,103.124.118.187,2026-07-15 09:49:04,2026-07-15 10:02:01,0,0,777,67155.9,4,1,0,4,1,ABANDONED
sess_000456,11,DESKTOP,iOS,103.236.90.210,2026-07-26 01:10:04,2026-07-26 01:22:26,1,1,742,470.42,1,4,1,3,1,PAYMENT_FAILED
sess_000457,331,DESKTOP,Android,103.195.70.187,2026-07-15 00:13:04,2026-07-15 00:30:01,0,1,1017,77234.41,4,1,0,3,1,ABANDONED
sess_000458,481,TABLET,Android,103.212.4.246,2026-07-13 21:00:04,2026-07-13 21:06:31,0,0,387,47777.49,2,2,0,1,0,CONVERTED
sess_000459,170,DESKTOP,iOS,103.72.28.140,2026-07-16 15:30:04,2026-07-16 15:47:26,0,0,1042,15751.54,1,1,0,3,1,ABANDONED
sess_000460,152,MOBILE,macOS,103.46.0.234,2026-07-31 23:48:04,2026-07-31 23:58:36,0,1,632,32119.29,4,1,0,6,1,ABANDONED
sess_000461,53,DESKTOP,Windows,103.29.170.31,2026-07-27 21:44:04,2026-07-27 21:51:28,0,0,444,7773.94,2,1,0,4,1,ABANDONED
sess_000462,77,TABLET,Windows,103.169.146.90,2026-07-10 21:05:04,2026-07-10 21:16:21,0,0,677,33305.0,3,1,0,6,1,ABANDONED
sess_000463,200,DESKTOP,macOS,103.218.34.29,2026-07-20 10:02:04,2026-07-20 10:21:08,0,0,1144,43598.16,2,1,0,5,1,ABANDONED
sess_000464,181,DESKTOP,macOS,103.118.246.178,2026-07-25 04:05:04,2026-07-25 04:13:50,1,1,526,36877.76,3,0,0,3,1,ABANDONED
sess_000465,253,TABLET,iOS,103.108.42.149,2026-07-16 10:14:04,2026-07-16 10:20:33,0,0,389,60539.74,3,1,0,1,0,CONVERTED
sess_000466,467,DESKTOP,Windows,103.227.71.76,2026-07-24 19:42:04,2026-07-24 19:51:11,0,0,547,42146.37,4,0,0,3,1,ABANDONED
sess_000467,191,MOBILE,Android,103.179.37.123,2026-07-12 04:21:04,2026-07-12 04:36:04,1,1,900,35510.12,2,2,1,4,1,PAYMENT_FAILED
sess_000468,392,MOBILE,macOS,103.200.71.192,2026-07-22 00:47:04,2026-07-22 01:00:05,0,1,781,37797.05,3,2,0,2,0,CONVERTED
sess_000469,310,MOBILE,iOS,103.12.202.214,2026-07-25 01:25:04,2026-07-25 01:39:31,1,1,867,10563.82,3,2,0,2,0,CONVERTED
sess_000470,381,MOBILE,macOS,103.168.28.57,2026-07-26 18:21:04,2026-07-26 18:34:03,1,0,779,14365.01,3,1,0,2,0,CONVERTED
sess_000471,56,MOBILE,Android,103.102.171.8,2026-07-31 15:00:04,2026-07-31 15:03:27,0,0,203,5973.44,1,0,0,3,1,ABANDONED
sess_000472,6,DESKTOP,iOS,103.151.103.164,2026-07-09 23:31:04,2026-07-09 23:35:07,0,1,243,30424.4,1,0,0,2,1,ABANDONED
sess_000473,289,DESKTOP,Android,103.22.161.24,2026-07-08 14:05:04,2026-07-08 14:07:08,0,0,124,27977.33,3,0,0,2,1,ABANDONED
sess_000474,170,DESKTOP,Android,103.138.76.7,2026-07-20 11:35:04,2026-07-20 11:49:52,0,0,888,22463.1,3,1,0,3,1,ABANDONED
sess_000475,453,MOBILE,iOS,103.206.82.247,2026-07-22 07:00:05,2026-07-22 07:27:56,0,0,1671,89286.01,4,4,3,4,1,PAYMENT_FAILED
sess_000476,322,DESKTOP,Android,103.216.7.37,2026-07-14 14:04:05,2026-07-14 14:17:35,0,0,810,42434.17,4,1,0,1,0,CONVERTED
sess_000477,133,DESKTOP,Windows,103.205.226.167,2026-07-09 19:50:05,2026-07-09 20:04:47,0,0,882,15990.76,1,1,0,2,0,CONVERTED
sess_000478,210,TABLET,iOS,103.122.187.132,2026-07-11 03:18:05,2026-07-11 03:30:55,1,1,770,64419.82,4,3,2,5,1,PAYMENT_FAILED
sess_000479,149,DESKTOP,iOS,103.155.204.219,2026-08-05 17:01:05,2026-08-05 17:13:58,0,0,773,51388.31,3,2,0,1,0,CONVERTED
sess_000480,470,DESKTOP,macOS,103.61.205.85,2026-08-05 13:48:05,2026-08-05 14:01:22,0,0,797,88562.32,4,2,0,1,0,CONVERTED
sess_000481,17,TABLET,macOS,103.25.185.203,2026-07-25 08:28:05,2026-07-25 08:38:23,1,0,618,39393.19,2,1,0,3,1,ABANDONED
sess_000482,326,MOBILE,Android,103.46.35.71,2026-07-26 21:50:05,2026-07-26 21:54:37,1,0,272,87780.39,4,0,0,3,1,ABANDONED
sess_000483,85,MOBILE,Windows,103.251.214.124,2026-07-23 06:21:05,2026-07-23 06:28:57,0,0,472,57325.08,4,0,0,1,1,ABANDONED
sess_000484,316,MOBILE,Windows,103.180.162.4,2026-08-03 08:58:05,2026-08-03 09:08:03,0,0,598,79118.06,4,0,0,1,1,ABANDONED
sess_000485,328,TABLET,Android,103.19.111.191,2026-08-01 10:17:05,2026-08-01 10:35:38,1,0,1113,46413.18,4,1,0,4,1,ABANDONED
sess_000486,420,MOBILE,macOS,103.176.233.106,2026-07-25 12:37:05,2026-07-25 13:01:37,1,0,1472,11993.35,1,3,3,4,1,PAYMENT_FAILED
sess_000487,305,MOBILE,macOS,103.107.145.217,2026-07-17 01:07:05,2026-07-17 01:25:21,0,1,1096,54606.37,3,1,0,6,1,ABANDONED
sess_000488,54,DESKTOP,Android,103.172.227.129,2026-07-20 23:31:05,2026-07-20 23:38:46,0,1,461,63864.03,4,0,0,2,1,ABANDONED
sess_000489,212,TABLET,macOS,103.11.191.201,2026-07-31 07:18:05,2026-07-31 07:27:39,0,0,574,43890.73,3,2,0,2,0,CONVERTED
sess_000490,405,DESKTOP,Windows,103.95.87.246,2026-07-20 09:57:05,2026-07-20 10:20:26,0,0,1401,77612.34,4,2,3,3,1,PAYMENT_FAILED
sess_000491,364,MOBILE,Android,103.171.200.216,2026-07-14 03:13:05,2026-07-14 03:22:54,0,1,589,31374.13,2,0,0,2,1,ABANDONED
sess_000492,6,TABLET,iOS,103.17.40.147,2026-07-26 23:46:05,2026-07-27 00:00:32,1,1,867,14918.35,3,4,3,5,1,PAYMENT_FAILED
sess_000493,27,DESKTOP,Android,103.249.73.161,2026-08-07 02:50:05,2026-08-07 03:06:38,0,1,993,16078.93,1,1,0,3,1,ABANDONED
sess_000494,55,MOBILE,Windows,103.77.92.24,2026-08-05 07:45:05,2026-08-05 07:57:55,0,0,770,71647.68,4,1,0,4,1,ABANDONED
sess_000495,325,DESKTOP,iOS,103.56.152.3,2026-07-10 18:32:05,2026-07-10 18:39:05,0,0,420,67891.99,3,1,0,2,0,CONVERTED
sess_000496,475,MOBILE,iOS,103.165.15.138,2026-08-07 06:57:05,2026-08-07 07:14:27,0,0,1042,21714.55,1,4,1,4,1,PAYMENT_FAILED
sess_000497,113,MOBILE,iOS,103.78.140.124,2026-08-01 21:29:05,2026-08-01 21:43:29,1,0,864,50807.86,4,2,0,2,0,CONVERTED
sess_000498,299,TABLET,Windows,103.52.105.245,2026-07-15 07:58:05,2026-07-15 08:10:41,0,0,756,50299.46,3,2,0,2,0,CONVERTED
sess_000499,192,TABLET,Android,103.125.85.228,2026-08-06 07:10:05,2026-08-06 07:25:05,0,0,900,41735.04,3,2,0,2,0,CONVERTED
sess_000500,220,MOBILE,Windows,103.72.37.56,2026-07-17 11:56:05,2026-07-17 12:01:15,0,0,310,66745.89,3,0,0,1,1,ABANDONED
sess_000501,291,DESKTOP,iOS,103.153.33.99,2026-07-29 04:05:05,2026-07-29 04:19:04,0,1,839,23638.97,1,1,0,1,0,CONVERTED
sess_000502,485,TABLET,Android,103.156.215.175,2026-07-14 09:46:05,2026-07-14 09:58:10,0,0,725,28015.99,2,1,0,5,1,ABANDONED
sess_000503,216,MOBILE,Android,103.125.87.154,2026-07-28 04:27:05,2026-07-28 04:36:07,0,1,542,40656.03,3,2,0,1,0,CONVERTED
sess_000504,459,TABLET,Android,103.96.8.18,2026-07-23 21:23:05,2026-07-23 21:32:09,0,0,544,69767.16,3,0,0,2,1,ABANDONED
sess_000505,253,TABLET,Android,103.110.152.179,2026-07-24 07:47:05,2026-07-24 07:58:27,0,0,682,6095.52,1,1,0,1,0,CONVERTED
sess_000506,72,MOBILE,Windows,103.230.223.58,2026-08-02 21:37:05,2026-08-02 21:59:40,1,0,1355,23333.68,1,2,3,2,1,PAYMENT_FAILED
sess_000507,156,MOBILE,Windows,103.94.194.70,2026-07-16 18:49:05,2026-07-16 18:58:58,0,0,593,79241.82,4,0,0,1,1,ABANDONED
sess_000508,124,TABLET,macOS,103.179.250.250,2026-07-30 13:38:05,2026-07-30 13:46:40,0,0,515,83342.81,4,0,0,3,1,ABANDONED
sess_000509,39,DESKTOP,Android,103.64.6.172,2026-08-01 08:39:05,2026-08-01 08:47:17,1,0,492,18731.11,1,2,0,2,0,CONVERTED
sess_000510,390,TABLET,Windows,103.204.159.182,2026-07-24 02:15:05,2026-07-24 02:18:23,0,1,198,33952.76,1,0,0,3,1,ABANDONED
sess_000511,198,DESKTOP,iOS,103.209.204.49,2026-08-05 15:08:05,2026-08-05 15:28:34,0,0,1229,39167.35,2,3,1,2,1,PAYMENT_FAILED
sess_000512,236,MOBILE,Windows,103.17.243.170,2026-07-22 09:10:05,2026-07-22 09:24:07,0,0,842,30675.16,3,3,2,2,1,PAYMENT_FAILED
sess_000513,190,MOBILE,Android,103.176.195.188,2026-07-09 10:12:05,2026-07-09 10:22:06,0,0,601,81967.49,4,1,0,1,0,CONVERTED
sess_000514,491,MOBILE,iOS,103.39.27.230,2026-08-06 04:59:05,2026-08-06 05:08:09,0,1,544,29592.56,1,2,0,1,0,CONVERTED
sess_000515,359,TABLET,macOS,103.110.201.26,2026-07-31 01:01:05,2026-07-31 01:05:22,0,1,257,27904.32,2,0,0,2,1,ABANDONED
sess_000516,148,TABLET,Android,103.34.94.129,2026-07-09 00:43:05,2026-07-09 01:03:30,0,1,1225,17442.72,2,4,2,3,1,PAYMENT_FAILED
sess_000517,73,MOBILE,macOS,103.119.171.6,2026-08-02 15:37:05,2026-08-02 15:47:24,1,0,619,60997.41,4,2,1,4,1,PAYMENT_FAILED
sess_000518,86,MOBILE,Android,103.35.155.206,2026-07-15 13:10:05,2026-07-15 13:15:56,0,0,351,81515.87,3,0,0,2,1,ABANDONED
sess_000519,155,TABLET,Windows,103.238.247.29,2026-07-30 01:13:05,2026-07-30 01:19:30,0,1,385,8490.19,1,0,0,3,1,ABANDONED
sess_000520,338,MOBILE,Windows,103.137.15.63,2026-07-20 00:52:05,2026-07-20 01:03:13,0,1,668,15251.23,1,2,0,1,0,CONVERTED
sess_000521,495,DESKTOP,macOS,103.255.89.68,2026-07-09 01:27:05,2026-07-09 01:39:42,0,1,757,95904.32,4,1,0,5,1,ABANDONED
sess_000522,222,DESKTOP,Windows,103.83.56.249,2026-08-07 07:36:05,2026-08-07 07:49:02,0,0,777,65416.7,3,1,0,1,0,CONVERTED
sess_000523,8,DESKTOP,Android,103.65.144.212,2026-07-20 20:25:05,2026-07-20 20:27:32,0,0,147,32081.7,3,0,0,2,1,ABANDONED
sess_000524,450,DESKTOP,iOS,103.254.44.183,2026-07-30 19:45:05,2026-07-30 20:04:15,0,0,1150,84979.29,4,1,0,4,1,ABANDONED
sess_000525,496,MOBILE,Windows,103.245.154.153,2026-07-29 18:43:05,2026-07-29 18:49:53,0,0,408,66069.71,3,0,0,2,1,ABANDONED
sess_000526,103,DESKTOP,Windows,103.31.152.146,2026-07-09 03:11:05,2026-07-09 03:25:23,0,1,858,64815.12,4,2,0,1,0,CONVERTED
sess_000527,216,DESKTOP,macOS,103.17.13.246,2026-07-14 10:15:05,2026-07-14 10:22:28,0,0,443,35318.29,2,1,0,2,0,CONVERTED
sess_000528,461,TABLET,Windows,103.23.201.33,2026-07-26 01:45:05,2026-07-26 01:57:58,1,1,773,33938.58,1,1,0,2,0,CONVERTED
sess_000529,425,TABLET,Android,103.95.49.211,2026-07-29 05:19:05,2026-07-29 05:29:44,0,1,639,34207.92,1,2,0,1,0,CONVERTED
sess_000530,379,TABLET,Android,103.189.104.133,2026-08-03 05:26:05,2026-08-03 05:33:24,0,1,439,37892.77,2,2,0,1,0,CONVERTED
sess_000531,353,MOBILE,Android,103.27.0.40,2026-07-19 20:30:05,2026-07-19 20:36:31,1,0,386,44802.97,2,0,0,1,1,ABANDONED
sess_000532,201,MOBILE,Android,103.86.207.124,2026-08-02 16:36:05,2026-08-02 16:48:34,1,0,749,59812.58,4,2,0,1,0,CONVERTED
sess_000533,246,DESKTOP,Windows,103.180.51.246,2026-07-20 07:48:05,2026-07-20 07:57:46,0,0,581,87669.89,4,2,0,2,0,CONVERTED
sess_000534,6,TABLET,Windows,103.18.227.11,2026-07-09 12:31:05,2026-07-09 12:34:16,0,0,191,67393.61,4,0,0,2,1,ABANDONED
sess_000535,33,MOBILE,iOS,103.100.173.118,2026-07-16 19:51:05,2026-07-16 20:11:25,0,0,1220,1353.46,1,3,3,5,1,PAYMENT_FAILED
sess_000536,93,TABLET,Windows,103.43.165.151,2026-07-08 04:48:05,2026-07-08 04:53:03,0,1,298,65582.81,4,0,0,3,1,ABANDONED
sess_000537,396,TABLET,iOS,103.36.89.187,2026-07-10 11:31:05,2026-07-10 11:37:10,0,0,365,77098.75,3,2,0,1,0,CONVERTED
sess_000538,431,MOBILE,iOS,103.92.55.179,2026-07-24 11:44:05,2026-07-24 12:13:40,0,0,1775,28478.72,2,2,3,3,1,PAYMENT_FAILED
sess_000539,417,TABLET,iOS,103.32.12.162,2026-07-08 01:48:05,2026-07-08 01:56:33,0,1,508,45937.78,2,1,0,1,0,CONVERTED
sess_000540,443,MOBILE,Windows,103.57.254.49,2026-07-12 17:33:05,2026-07-12 17:46:37,1,0,812,75143.19,3,2,0,2,0,CONVERTED
sess_000541,292,MOBILE,iOS,103.210.152.26,2026-08-04 07:36:05,2026-08-04 07:40:03,0,0,238,35585.07,3,0,0,1,1,ABANDONED
