order_id,session_id,customer_id,total_amount,discount_amount,payment_method,status,created_at
308,sess_000891,259,11993.35,0.0,UPI,COMPLETED,2026-07-08 07:46:30
309,sess_000894,414,65051.07,0.0,NET_BANKING,COMPLETED,2026-07-31 11:14:56
310,sess_000895,483,23333.68,0.0,UPI,COMPLETED,2026-07-30 13:23:13
311,sess_000897,266,27260.69,0.0,NET_BANKING,COMPLETED,2026-07-15 00:09:22
312,sess_000904,292,20445.45,0.0,COD,COMPLETED,2026-08-01 21:04:53
313,sess_000905,209,1353.46,0.0,CREDIT_CARD,COMPLETED,2026-07-26 02:58:53
314,sess_000913,201,66455.72,0.0,UPI,COMPLETED,2026-08-03 10:59:18
315,sess_000920,477,35527.46,0.0,COD,COMPLETED,2026-07-12 08:00:04
316,sess_000922,406,32115.13,0.0,COD,COMPLETED,2026-07-21 19:51:00
317,sess_000924,497,49704.3,0.0,COD,COMPLETED,2026-07-25 03:35:24
318,sess_000925,340,1353.46,0.0,COD,COMPLETED,2026-07-29 02:40:10
319,sess_000926,178,35697.54,0.0,CREDIT_CARD,COMPLETED,2026-07-18 09:45:10
320,sess_000929,350,54286.47,0.0,COD,COMPLETED,2026-07-30 23:47:44
321,sess_000930,461,75279.42,0.0,COD,COMPLETED,2026-07-27 15:36:11
322,sess_000932,92,40168.42,0.0,CREDIT_CARD,COMPLETED,2026-07-08 04:39:52
323,sess_000936,374,51840.75,0.0,UPI,COMPLETED,2026-07-25 08:32:08
324,sess_000940,278,78629.33,0.0,COD,COMPLETED,2026-07-27 13:56:07
325,sess_000942,175,45466.36,0.0,UPI,COMPLETED,2026-07-18 10:12:47
326,sess_000946,393,83191.94,0.0,UPI,COMPLETED,2026-07-24 18:46:03
327,sess_000947,483,1741.62,0.0,CREDIT_CARD,COMPLETED,2026-07-12 01:57:36
328,sess_000949,466,33700.7,0.0,CREDIT_CARD,COMPLETED,2026-08-02 21:21:39
329,sess_000950,405,7931.39,0.0,COD,COMPLETED,2026-07-25 20:39:59
330,sess_000953,372,43464.18,0.0,CREDIT_CARD,COMPLETED,2026-08-06 15:47:01
331,sess_000955,236,54954.69,0.0,COD,COMPLETED,2026-08-01 05:14:28
332,sess_000957,352,33329.06,0.0,NET_BANKING,COMPLETED,2026-07-26 23:05:40
333,sess_000962,359,33941.52,0.0,CREDIT_CARD,COMPLETED,2026-07-13 22:30:44
334,sess_000966,31,25463.78,0.0,CREDIT_CARD,COMPLETED,2026-07-10 11:01:42
335,sess_000968,285,22477.1,0.0,UPI,COMPLETED,2026-08-01 23:57:32
336,sess_000974,342,3997.88,0.0,NET_BANKING,COMPLETED,2026-08-07 02:31:04
337,sess_000975,357,61614.0,0.0,COD,COMPLETED,2026-07-16 22:31:01
338,sess_000976,402,102194.88,0.0,COD,COMPLETED,2026-08-05 18:03:34
339,sess_000977,147,48174.41,0.0,CREDIT_CARD,COMPLETED,2026-07-31 18:53:32
340,sess_000978,299,30592.72,0.0,NET_BANKING,COMPLETED,2026-08-07 22:27:54
341,sess_000979,420,1571.54,0.0,NET_BANKING,COMPLETED,2026-08-06 19:22:30
342,sess_000982,215,68758.26,0.0,COD,COMPLETED,2026-07-12 18:40:34
343,sess_000984,182,5145.04,0.0,UPI,COMPLETED,2026-07-20 10:21:08
344,sess_000994,95,60120.71,0.0,NET_BANKING,COMPLETED,2026-07-25 03:50:00
345,sess_000996,217,10984.48,0.0,NET_BANKING,COMPLETED,2026-07-25 14:06:05
346,sess_000999,457,74848.74,0.0,COD,COMPLETED,2026-07-28 17:18:43
347,sess_001005,271,61943.87,0.0,CREDIT_CARD,COMPLETED,2026-07-31 10:08:40
348,sess_001007,484,73946.22,0.0,CREDIT_CARD,COMPLETED,2026-07-14 06:23:31
349,sess_001009,411,44639.24,0.0,COD,COMPLETED,2026-07-28 03:01:38
350,sess_001012,420,1353.46,0.0,COD,COMPLETED,2026-07-19 03:41:46
351,sess_001019,51,77272.84,0.0,UPI,COMPLETED,2026-07-12 10:55:08
352,sess_001020,224,3997.88,0.0,UPI,COMPLETED,2026-08-06 00:22:24
353,sess_001033,191,99888.8,0.0,UPI,COMPLETED,2026-07-13 21:04:27
354,sess_001034,237,37296.43,0.0,NET_BANKING,COMPLETED,2026-08-08 00:37:27
355,sess_001039,25,71885.41,0.0,NET_BANKING,COMPLETED,2026-07-24 15:22:47
356,sess_001045,363,67660.53,0.0,UPI,COMPLETED,2026-07-31 01:58:54
357,sess_001050,158,28390.69,0.0,COD,COMPLETED,2026-08-07 11:25:54
358,sess_001051,425,43699.8,0.0,COD,COMPLETED,2026-07-26 14:03:18
359,sess_001054,407,76356.33,0.0,CREDIT_CARD,COMPLETED,2026-07-09 09:17:41
360,sess_001055,160,32069.69,0.0,CREDIT_CARD,COMPLETED,2026-07-12 16:33:08
361,sess_001057,116,64867.21,0.0,COD,COMPLETED,2026-07-16 19:01:00
362,sess_001061,84,36098.44,0.0,UPI,COMPLETED,2026-07-29 06:26:59
363,sess_001062,143,67500.34,0.0,COD,COMPLETED,2026-07-15 06:49:12
364,sess_001066,50,17262.47,0.0,NET_BANKING,COMPLETED,2026-08-07 02:29:36
365,sess_001073,465,44063.04,0.0,COD,COMPLETED,2026-07-31 17:55:10
366,sess_001075,170,16461.18,0.0,COD,COMPLETED,2026-07-14 03:04:29
367,sess_001078,302,40725.82,0.0,UPI,COMPLETED,2026-07-09 15:01:36
368,sess_001079,454,7783.14,0.0,UPI,COMPLETED,2026-07-20 10:44:53
369,sess_001080,274,96829.69,0.0,NET_BANKING,COMPLETED,2026-08-02 19:53:26
370,sess_001083,474,32883.25,0.0,COD,COMPLETED,2026-07-24 06:23:31
371,sess_001086,91,50970.42,0.0,CREDIT_CARD,COMPLETED,2026-07-15 03:14:18
372,sess_001087,466,20611.38,0.0,NET_BANKING,COMPLETED,2026-07-16 09:39:20
373,sess_001091,274,22456.68,0.0,COD,COMPLETED,2026-07-24 15:47:34
374,sess_001092,9,25776.31,0.0,COD,COMPLETED,2026-08-03 12:57:14
375,sess_001094,487,25967.89,0.0,NET_BANKING,COMPLETED,2026-08-07 02:14:51
376,sess_001095,340,64735.56,0.0,CREDIT_CARD,COMPLETED,2026-07-27 11:37:27
377,sess_001096,220,63528.84,0.0,CREDIT_CARD,COMPLETED,2026-07-14 01:49:43
378,sess_001101,309,8490.19,0.0,COD,COMPLETED,2026-08-07 07:16:12
379,sess_001103,159,28655.84,0.0,NET_BANKING,COMPLETED,2026-07-20 09:30:22
380,sess_001109,304,53035.44,0.0,NET_BANKING,COMPLETED,2026-07-09 17:16:48
381,sess_001115,100,46703.37,0.0,COD,COMPLETED,2026-07-25 17:37:25
382,sess_001117,225,40051.44,0.0,UPI,COMPLETED,2026-08-06 14:29:32
383,sess_001123,491,95305.58,0.0,CREDIT_CARD,COMPLETED,2026-07-27 22:50:09
384,sess_001125,21,6716.58,0.0,COD,COMPLETED,2026-07-21 15:13:45
385,sess_001127,457,24752.68,0.0,CREDIT_CARD,COMPLETED,2026-07-12 08:10:42
386,sess_001128,356,13635.23,0.0,CREDIT_CARD,COMPLETED,2026-07-10 20:59:50
387,sess_001130,348,28053.28,0.0,COD,COMPLETED,2026-07-08 18:09:07
388,sess_001132,393,2212.04,0.0,COD,COMPLETED,2026-07-13 01:34:34
389,sess_001133,380,32088.66,0.0,COD,COMPLETED,2026-07-24 07:48:32
390,sess_001135,474,40305.2,0.0,COD,COMPLETED,2026-07-28 14:00:04
391,sess_001136,89,1353.46,0.0,NET_BANKING,COMPLETED,2026-07-25 11:55:49
392,sess_001138,437,65803.78,0.0,COD,COMPLETED,2026-07-11 19:35:03
393,sess_001140,272,58547.27,0.0,NET_BANKING,COMPLETED,2026-07-29 14:17:06
394,sess_001141,327,63358.91,0.0,NET_BANKING,COMPLETED,2026-07-29 20:41:18
395,sess_001143,47,24950.97,0.0,COD,COMPLETED,2026-07-19 04:35:55
396,sess_001144,11,1664.26,0.0,COD,COMPLETED,2026-07-26 00:00:08
397,sess_001146,284,22477.1,0.0,COD,COMPLETED,2026-07-13 03:50:44
398,sess_001148,110,17820.55,0.0,NET_BANKING,COMPLETED,2026-07-28 03:11:21
399,sess_001155,454,30515.02,0.0,NET_BANKING,COMPLETED,2026-07-23 19:57:19
400,sess_001161,469,31946.18,0.0,COD,COMPLETED,2026-07-17 13:02:58
401,sess_001162,393,10984.48,0.0,UPI,COMPLETED,2026-07-21 02:08:28
402,sess_001169,374,104110.96,0.0,NET_BANKING,COMPLETED,2026-07-12 04:22:09
403,sess_001170,218,36327.16,0.0,NET_BANKING,COMPLETED,2026-07-28 01:49:33
404,sess_001173,153,43945.06,0.0,CREDIT_CARD,COMPLETED,2026-07-27 05:02:50
405,sess_001179,117,33955.92,0.0,NET_BANKING,COMPLETED,2026-07-09 01:24:53
406,sess_001182,312,29592.56,0.0,COD,COMPLETED,2026-07-28 04:57:34
407,sess_001187,124,44965.8,0.0,NET_BANKING,COMPLETED,2026-07-11 06:41:53
408,sess_001191,52,42095.49,0.0,NET_BANKING,COMPLETED,2026-07-17 03:48:23
409,sess_001194,215,33993.39,0.0,UPI,COMPLETED,2026-07-18 15:59:50
410,sess_001195,211,44940.4,0.0,CREDIT_CARD,COMPLETED,2026-07-30 01:08:49
411,sess_001198,281,70254.59,0.0,NET_BANKING,COMPLETED,2026-07-22 17:10:45
412,sess_001202,366,45477.85,0.0,UPI,COMPLETED,2026-07-14 15:15:34
413,sess_001204,89,13966.49,0.0,NET_BANKING,COMPLETED,2026-08-01 14:26:04
414,sess_001206,458,68878.28,0.0,CREDIT_CARD,COMPLETED,2026-07-25 06:09:16
415,sess_001207,14,23088.42,0.0,COD,COMPLETED,2026-08-01 23:35:01
416,sess_001209,381,66883.17,0.0,COD,COMPLETED,2026-08-02 06:10:11
417,sess_001211,409,6095.52,0.0,CREDIT_CARD,COMPLETED,2026-07-17 18:34:07
418,sess_001213,342,41371.86,0.0,UPI,COMPLETED,2026-07-13 10:06:58
419,sess_001214,238,10984.48,0.0,NET_BANKING,COMPLETED,2026-07-22 15:38:53
420,sess_001215,225,470.42,0.0,COD,COMPLETED,2026-08-06 08:07:46
421,sess_001221,128,9659.58,0.0,NET_BANKING,COMPLETED,2026-07-12 16:23:30
422,sess_001226,82,73866.68,0.0,CREDIT_CARD,COMPLETED,2026-07-29 21:45:42
423,sess_001231,458,18731.11,0.0,NET_BANKING,COMPLETED,2026-07-18 14:28:31
424,sess_001232,188,107575.59,0.0,NET_BANKING,COMPLETED,2026-07-11 19:42:06
425,sess_001235,31,44014.49,0.0,UPI,COMPLETED,2026-07-25 21:08:38
426,sess_001236,372,97801.0,0.0,CREDIT_CARD,COMPLETED,2026-08-04 19:39:50
427,sess_001237,9,57594.89,0.0,COD,COMPLETED,2026-07-12 21:43:49
428,sess_001238,128,7303.52,0.0,NET_BANKING,COMPLETED,2026-07-28 01:44:38
429,sess_001241,160,18954.53,0.0,NET_BANKING,COMPLETED,2026-08-03 21:18:00
430,sess_001243,51,34979.66,0.0,UPI,COMPLETED,2026-07-14 21:10:45
431,sess_001244,51,21714.55,0.0,COD,COMPLETED,2026-07-22 13:29:15
432,sess_001248,21,28727.67,0.0,UPI,COMPLETED,2026-07-11 00:32:59
433,sess_001254,366,87524.57,0.0,NET_BANKING,COMPLETED,2026-07-16 16:26:43
434,sess_001255,133,74382.52,0.0,CREDIT_CARD,COMPLETED,2026-07-08 20:40:09
435,sess_001256,169,50210.99,0.0,CREDIT_CARD,COMPLETED,2026-07-20 07:48:55
436,sess_001257,10,31879.43,0.0,CREDIT_CARD,COMPLETED,2026-07-14 12:12:18
437,sess_001261,229,99717.77,0.0,NET_BANKING,COMPLETED,2026-07-23 22:29:52
438,sess_001268,439,9524.76,0.0,COD,COMPLETED,2026-07-25 05:19:43
439,sess_001270,235,24519.06,0.0,CREDIT_CARD,COMPLETED,2026-07-20 17:11:37
440,sess_001271,380,50031.69,0.0,CREDIT_CARD,COMPLETED,2026-07-10 12:47:57
441,sess_001272,93,51185.82,0.0,UPI,COMPLETED,2026-07-26 17:07:54
442,sess_001276,468,6189.77,0.0,CREDIT_CARD,COMPLETED,2026-07-08 18:11:37
443,sess_001281,496,29947.02,0.0,COD,COMPLETED,2026-07-24 14:14:50
444,sess_001282,305,24218.72,0.0,COD,COMPLETED,2026-07-24 13:12:06
445,sess_001284,53,73204.9,0.0,NET_BANKING,COMPLETED,2026-07-24 16:54:10
446,sess_001288,286,42827.74,0.0,UPI,COMPLETED,2026-07-19 22:50:54
447,sess_001289,377,66063.92,0.0,NET_BANKING,COMPLETED,2026-07-14 13:54:15
448,sess_001290,186,13657.61,0.0,UPI,COMPLETED,2026-07-27 22:00:58
449,sess_001293,426,8878.17,0.0,COD,COMPLETED,2026-08-01 18:31:14
450,sess_001296,500,34167.8,0.0,CREDIT_CARD,COMPLETED,2026-07-16 06:46:16
451,sess_001299,268,45296.35,0.0,COD,COMPLETED,2026-07-09 23:41:39
452,sess_001300,52,21941.31,0.0,CREDIT_CARD,COMPLETED,2026-07-11 07:53:02
453,sess_001305,43,61991.13,0.0,UPI,COMPLETED,2026-07-25 16:05:04
454,sess_001306,419,19975.03,0.0,NET_BANKING,COMPLETED,2026-07-24 08:38:56
455,sess_001308,14,46201.27,0.0,UPI,COMPLETED,2026-08-02 00:05:08
456,sess_001309,467,63214.05,0.0,NET_BANKING,COMPLETED,2026-08-07 07:22:46
457,sess_001314,368,20611.38,0.0,UPI,COMPLETED,2026-07-14 16:41:15
458,sess_001316,338,69463.9,0.0,COD,COMPLETED,2026-07-11 01:10:03
459,sess_001322,326,33817.77,0.0,CREDIT_CARD,COMPLETED,2026-07-30 17:21:36
460,sess_001325,125,13966.49,0.0,CREDIT_CARD,COMPLETED,2026-07-27 12:43:21
461,sess_001328,191,52374.93,0.0,NET_BANKING,COMPLETED,2026-07-09 01:59:24
462,sess_001336,206,82479.45,0.0,UPI,COMPLETED,2026-07-23 02:17:17
463,sess_001339,306,42421.56,0.0,NET_BANKING,COMPLETED,2026-07-23 18:13:56
464,sess_001342,493,33078.06,0.0,UPI,COMPLETED,2026-07-30 12:45:23
465,sess_001346,394,74134.75,0.0,UPI,COMPLETED,2026-07-12 06:12:51
466,sess_001347,364,15251.23,0.0,CREDIT_CARD,COMPLETED,2026-07-31 13:03:21
467,sess_001350,284,60224.99,0.0,COD,COMPLETED,2026-07-26 16:31:08
468,sess_001352,471,60016.96,0.0,NET_BANKING,COMPLETED,2026-08-05 14:51:21
469,sess_001353,68,63899.78,0.0,CREDIT_CARD,COMPLETED,2026-07-14 05:02:08
470,sess_001356,85,29217.72,0.0,COD,COMPLETED,2026-07-27 20:09:34
471,sess_001358,418,90924.95,0.0,COD,COMPLETED,2026-07-13 15:23:50
472,sess_001361,388,5973.44,0.0,CREDIT_CARD,COMPLETED,2026-07-27 22:42:42
473,sess_001362,349,9659.58,0.0,CREDIT_CARD,COMPLETED,2026-07-15 03:09:19
474,sess_001366,254,120136.63,0.0,NET_BANKING,COMPLETED,2026-07-17 08:46:16
475,sess_001376,260,15751.54,0.0,COD,COMPLETED,2026-07-27 05:24:26
476,sess_001380,52,29947.02,0.0,COD,COMPLETED,2026-07-19 14:55:59
477,sess_001381,94,36640.64,0.0,NET_BANKING,COMPLETED,2026-07-09 18:15:35
478,sess_001383,375,19238.04,0.0,COD,COMPLETED,2026-07-29 08:51:46
479,sess_001385,43,77694.98,0.0,NET_BANKING,COMPLETED,2026-07-25 13:47:32
480,sess_001386,52,75792.33,0.0,COD,COMPLETED,2026-08-08 00:34:41
481,sess_001387,181,74299.82,0.0,COD,COMPLETED,2026-07-10 16:01:32
482,sess_001388,429,33303.0,0.0,UPI,COMPLETED,2026-08-05 09:20:17
483,sess_001390,115,33078.06,0.0,CREDIT_CARD,COMPLETED,2026-07-30 02:04:03
484,sess_001397,82,56804.75,0.0,CREDIT_CARD,COMPLETED,2026-07-15 02:55:27
485,sess_001406,74,1571.54,0.0,CREDIT_CARD,COMPLETED,2026-07-16 07:20:17
486,sess_001408,227,64933.52,0.0,COD,COMPLETED,2026-07-13 02:16:48
487,sess_001409,330,66654.95,0.0,CREDIT_CARD,COMPLETED,2026-07-30 15:09:51
488,sess_001411,228,86749.24,0.0,COD,COMPLETED,2026-07-09 06:29:44
489,sess_001412,219,51770.15,0.0,NET_BANKING,COMPLETED,2026-07-23 05:06:31
490,sess_001413,389,46703.37,0.0,UPI,COMPLETED,2026-07-20 07:49:49
491,sess_001419,341,50778.26,0.0,NET_BANKING,COMPLETED,2026-08-03 10:13:36
492,sess_001423,156,35660.06,0.0,CREDIT_CARD,COMPLETED,2026-07-11 11:52:58
493,sess_001426,426,60371.42,0.0,UPI,COMPLETED,2026-07-21 11:07:30
494,sess_001428,265,44660.02,0.0,NET_BANKING,COMPLETED,2026-07-11 01:18:02
495,sess_001429,27,79986.94,0.0,UPI,COMPLETED,2026-08-04 01:00:15
496,sess_001431,24,63429.64,0.0,UPI,COMPLETED,2026-07-29 20:26:51
497,sess_001434,164,63545.32,0.0,UPI,COMPLETED,2026-07-11 11:04:21
498,sess_001436,388,7448.98,0.0,UPI,COMPLETED,2026-07-21 14:17:54
499,sess_001437,194,63109.21,0.0,CREDIT_CARD,COMPLETED,2026-07-19 16:09:07
500,sess_001438,313,58966.03,0.0,COD,COMPLETED,2026-07-30 04:54:25
501,sess_001439,326,3405.88,0.0,COD,COMPLETED,2026-07-17 05:12:07
502,sess_001440,197,17562.3,0.0,UPI,COMPLETED,2026-07-11 22:35:25
503,sess_001443,78,39252.14,0.0,COD,COMPLETED,2026-08-02 02:57:14
504,sess_001448,394,66757.15,0.0,UPI,COMPLETED,2026-07-18 15:22:58
505,sess_001449,441,11993.35,0.0,NET_BANKING,COMPLETED,2026-07-12 05:18:43
506,sess_001452,140,97739.34,0.0,UPI,COMPLETED,2026-07-31 16:52:44
507,sess_001461,497,22736.08,0.0,COD,COMPLETED,2026-07-31 02:51:07
508,sess_001464,145,47682.44,0.0,NET_BANKING,COMPLETED,2026-08-04 04:39:29
509,sess_001468,87,32129.16,0.0,NET_BANKING,COMPLETED,2026-07-13 02:14:29
510,sess_001469,146,29947.02,0.0,COD,COMPLETED,2026-08-03 06:51:12
511,sess_001471,496,44535.55,0.0,COD,COMPLETED,2026-07-13 00:32:02
512,sess_001474,346,39717.9,0.0,COD,COMPLETED,2026-07-14 13:06:38
513,sess_001487,296,12764.76,0.0,CREDIT_CARD,COMPLETED,2026-07-31 08:01:32
514,sess_001489,373,11269.93,0.0,CREDIT_CARD,COMPLETED,2026-07-13 13:00:25
515,sess_001490,240,34207.92,0.0,CREDIT_CARD,COMPLETED,2026-07-29 09:43:16
516,sess_001491,152,35964.17,0.0,UPI,COMPLETED,2026-08-05 01:58:36
517,sess_001500,483,87650.35,0.0,COD,COMPLETED,2026-07-08 12:19:27
518,sess_001504,253,7303.52,0.0,UPI,COMPLETED,2026-07-23 05:23:26
519,sess_001506,356,1741.62,0.0,NET_BANKING,COMPLETED,2026-07-09 11:20:55
520,sess_001510,457,40885.14,0.0,NET_BANKING,COMPLETED,2026-07-25 15:11:02
521,sess_001515,270,68851.81,0.0,CREDIT_CARD,COMPLETED,2026-08-05 21:12:54
522,sess_001519,281,71040.77,0.0,NET_BANKING,COMPLETED,2026-08-03 07:10:35
523,sess_001523,348,89707.11,0.0,COD,COMPLETED,2026-07-12 01:14:06
524,sess_001525,480,67891.34,0.0,NET_BANKING,COMPLETED,2026-07-16 12:23:55
525,sess_001526,125,30515.02,0.0,NET_BANKING,COMPLETED,2026-07-16 15:04:15
526,sess_001527,253,76971.14,0.0,COD,COMPLETED,2026-07-15 00:45:50
527,sess_001531,419,53857.26,0.0,CREDIT_CARD,COMPLETED,2026-07-14 07:06:23
528,sess_001536,172,23333.68,0.0,NET_BANKING,COMPLETED,2026-07-10 04:13:57
529,sess_001538,72,41704.68,0.0,UPI,COMPLETED,2026-07-11 05:18:55
530,sess_001540,72,54787.8,0.0,NET_BANKING,COMPLETED,2026-07-25 12:34:52
531,sess_001541,210,42987.35,0.0,CREDIT_CARD,COMPLETED,2026-08-05 02:24:51
532,sess_001544,56,33955.92,0.0,COD,COMPLETED,2026-08-05 20:04:51
533,sess_001547,375,67129.19,0.0,UPI,COMPLETED,2026-07-18 07:24:42
534,sess_001549,7,66867.99,0.0,CREDIT_CARD,COMPLETED,2026-07-30 18:56:19
535,sess_001552,288,2212.04,0.0,COD,COMPLETED,2026-07-21 10:11:12
536,sess_001553,79,82880.01,0.0,UPI,COMPLETED,2026-07-24 00:37:15
537,sess_001559,206,53870.54,0.0,COD,COMPLETED,2026-07-30 19:43:35
538,sess_001562,127,105892.37,0.0,COD,COMPLETED,2026-08-03 21:53:13
539,sess_001563,132,33078.06,0.0,NET_BANKING,COMPLETED,2026-08-03 00:21:20
540,sess_001564,11,3997.88,0.0,COD,COMPLETED,2026-07-15 07:56:24
541,sess_001567,24,33253.23,0.0,COD,COMPLETED,2026-07-15 16:40:18
542,sess_001569,453,59364.31,0.0,UPI,COMPLETED,2026-08-06 01:28:05
543,sess_001571,43,32166.02,0.0,COD,COMPLETED,2026-07-12 03:38:46
544,sess_001576,125,47123.11,0.0,UPI,COMPLETED,2026-08-06 14:04:15
545,sess_001578,213,16078.93,0.0,UPI,COMPLETED,2026-07-08 00:50:17
546,sess_001579,304,91225.02,0.0,CREDIT_CARD,COMPLETED,2026-07-23 18:25:49
547,sess_001581,42,76382.18,0.0,CREDIT_CARD,COMPLETED,2026-07-18 14:24:31
548,sess_001582,220,2041.96,0.0,CREDIT_CARD,COMPLETED,2026-07-15 01:29:39
549,sess_001586,37,44219.29,0.0,COD,COMPLETED,2026-07-29 18:52:29
550,sess_001587,135,21714.55,0.0,UPI,COMPLETED,2026-07-28 11:58:48
551,sess_001589,296,68766.14,0.0,CREDIT_CARD,COMPLETED,2026-07-18 19:00:05
552,sess_001590,297,7303.52,0.0,UPI,COMPLETED,2026-08-03 07:15:53
553,sess_001594,382,30424.4,0.0,CREDIT_CARD,COMPLETED,2026-07-25 17:25:40
554,sess_001595,437,470.42,0.0,CREDIT_CARD,COMPLETED,2026-08-06 20:49:19
555,sess_001597,315,48715.23,0.0,COD,COMPLETED,2026-07-11 23:11:03
556,sess_001601,293,9659.58,0.0,COD,COMPLETED,2026-07-12 17:42:31
557,sess_001602,398,74280.49,0.0,NET_BANKING,COMPLETED,2026-07-26 06:55:53
558,sess_001606,416,23088.42,0.0,NET_BANKING,COMPLETED,2026-07-15 16:47:26
559,sess_001607,333,43559.05,0.0,NET_BANKING,COMPLETED,2026-07-14 05:52:45
560,sess_001611,441,30450.87,0.0,UPI,COMPLETED,2026-07-26 13:51:11
561,sess_001616,231,77660.36,0.0,CREDIT_CARD,COMPLETED,2026-07-11 13:00:38
562,sess_001618,411,106126.41,0.0,CREDIT_CARD,COMPLETED,2026-07-20 04:41:46
563,sess_001623,301,43615.5,0.0,COD,COMPLETED,2026-07-29 23:39:44
564,sess_001626,44,50752.73,0.0,COD,COMPLETED,2026-07-09 07:33:36
565,sess_001627,485,45872.86,0.0,COD,COMPLETED,2026-07-17 15:10:30
566,sess_001629,161,23536.38,0.0,UPI,COMPLETED,2026-07-23 15:46:29
567,sess_001633,171,78211.82,0.0,NET_BANKING,COMPLETED,2026-07-08 18:35:19
568,sess_001636,281,7303.52,0.0,UPI,COMPLETED,2026-08-03 12:12:57
569,sess_001640,174,52577.97,0.0,COD,COMPLETED,2026-07-29 20:23:18
570,sess_001642,346,1664.26,0.0,UPI,COMPLETED,2026-07-27 18:09:14
571,sess_001643,480,17754.46,0.0,UPI,COMPLETED,2026-08-04 08:06:57
572,sess_001646,238,32513.7,0.0,COD,COMPLETED,2026-07-20 21:15:10
573,sess_001647,371,5973.44,0.0,NET_BANKING,COMPLETED,2026-07-28 02:55:17
574,sess_001648,20,12764.76,0.0,UPI,COMPLETED,2026-08-07 09:30:11
575,sess_001649,185,58220.16,0.0,UPI,COMPLETED,2026-07-24 10:53:09
576,sess_001650,209,82532.76,0.0,COD,COMPLETED,2026-07-25 14:15:51
577,sess_001651,326,61210.57,0.0,NET_BANKING,COMPLETED,2026-07-13 20:39:14
578,sess_001656,283,38185.21,0.0,UPI,COMPLETED,2026-08-07 10:30:13
579,sess_001663,243,48803.02,0.0,COD,COMPLETED,2026-07-31 20:32:31
580,sess_001668,351,54419.19,0.0,UPI,COMPLETED,2026-08-04 02:35:30
581,sess_001673,225,73006.78,0.0,COD,COMPLETED,2026-07-15 08:13:00
582,sess_001680,186,71190.84,0.0,CREDIT_CARD,COMPLETED,2026-07-13 17:35:53
583,sess_001686,500,44081.86,0.0,NET_BANKING,COMPLETED,2026-07-20 08:06:03
584,sess_001688,179,51320.98,0.0,COD,COMPLETED,2026-08-04 09:51:38
585,sess_001690,209,7759.78,0.0,NET_BANKING,COMPLETED,2026-08-03 06:33:42
586,sess_001691,39,2212.04,0.0,CREDIT_CARD,COMPLETED,2026-07-11 14:16:30
587,sess_001693,469,50587.11,0.0,UPI,COMPLETED,2026-07-18 09:57:40
588,sess_001696,232,40416.25,0.0,CREDIT_CARD,COMPLETED,2026-08-01 18:37:30
589,sess_001700,465,36053.96,0.0,NET_BANKING,COMPLETED,2026-07-25 02:15:31
590,sess_001701,192,78809.03,0.0,NET_BANKING,COMPLETED,2026-07-12 22:31:15
591,sess_001702,200,42626.76,0.0,COD,COMPLETED,2026-07-12 01:54:42
592,sess_001703,43,44837.9,0.0,CREDIT_CARD,COMPLETED,2026-07-18 00:05:22
593,sess_001704,64,87611.86,0.0,COD,COMPLETED,2026-07-20 21:24:52
594,sess_001709,362,61928.28,0.0,NET_BANKING,COMPLETED,2026-07-13 04:09:48
595,sess_001710,156,45763.19,0.0,NET_BANKING,COMPLETED,2026-07-28 21:36:25
596,sess_001711,233,15010.92,0.0,UPI,COMPLETED,2026-08-07 00:27:52
597,sess_001712,390,89179.11,0.0,NET_BANKING,COMPLETED,2026-07-30 05:01:48
598,sess_001719,184,27536.52,0.0,NET_BANKING,COMPLETED,2026-08-02 02:16:02
599,sess_001722,17,24333.81,0.0,CREDIT_CARD,COMPLETED,2026-07-21 08:26:17
600,sess_001727,419,42508.37,0.0,COD,COMPLETED,2026-07-29 20:47:14
601,sess_001731,150,35697.54,0.0,CREDIT_CARD,COMPLETED,2026-07-08 12:02:31
602,sess_001739,460,15086.66,0.0,UPI,COMPLETED,2026-07-23 21:04:01
603,sess_001741,291,62495.53,0.0,UPI,COMPLETED,2026-07-16 12:40:59
604,sess_001743,239,23333.68,0.0,CREDIT_CARD,COMPLETED,2026-07-24 18:31:51
605,sess_001744,216,36282.57,0.0,UPI,COMPLETED,2026-08-05 06:56:14
606,sess_001745,84,1664.26,0.0,COD,COMPLETED,2026-07-25 01:29:18
607,sess_001746,11,15751.54,0.0,CREDIT_CARD,COMPLETED,2026-07-29 08:56:58
608,sess_001750,241,17262.47,0.0,COD,COMPLETED,2026-07-31 07:19:52
609,sess_001751,175,51126.4,0.0,NET_BANKING,COMPLETED,2026-07-31 10:17:49
610,sess_001752,276,20479.82,0.0,CREDIT_CARD,COMPLETED,2026-08-06 16:33:01
611,sess_001753,250,17626.79,0.0,UPI,COMPLETED,2026-07-21 07:45:39
612,sess_001755,39,71400.16,0.0,COD,COMPLETED,2026-07-15 13:01:03
613,sess_001757,343,51995.94,0.0,COD,COMPLETED,2026-07-28 20:13:06
614,sess_001758,342,69822.11,0.0,NET_BANKING,COMPLETED,2026-07-10 22:07:20
615,sess_001761,195,7783.14,0.0,NET_BANKING,COMPLETED,2026-07-23 19:25:46
616,sess_001762,230,33955.92,0.0,NET_BANKING,COMPLETED,2026-07-25 15:11:03
617,sess_001764,231,17886.22,0.0,NET_BANKING,COMPLETED,2026-07-23 21:23:21
